GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0006725	P	cellular aromatic compound metabolic process	148	982	1906	15420	0.0084	0.11	// Sobic.010G045700 // Sobic.006G142775 // Sobic.009G028300 // Sobic.003G289100 // Sobic.004G055200 // Sobic.003G333300 // Sobic.005G049000 // Sobic.010G218500 // Sobic.009G237600 // Sobic.009G141500 // Sobic.010G248301 // Sobic.004G336500 // Sobic.005G064600 // Sobic.004G251200 // Sobic.001G423400 // Sobic.008G107500 // Sobic.009G230000 // Sobic.007G101800 // Sobic.007G207600 // Sobic.008G021800 // Sobic.004G146000 // Sobic.004G233200 // Sobic.006G267200 // Sobic.002G299000 // Sobic.001G486000 // Sobic.001G389000 // Sobic.007G188701 // Sobic.003G341100 // Sobic.006G218300 // Sobic.005G117400 // Sobic.006G149600 // Sobic.003G000600 // Sobic.003G302466 // Sobic.004G053700 // Sobic.004G065900 // Sobic.003G062200 // Sobic.010G016500 // Sobic.010G041400 // Sobic.001G071800 // Sobic.002G247300 // Sobic.006G163900 // Sobic.008G094700 // Sobic.003G130800 // Sobic.004G031600 // Sobic.010G052600 // Sobic.004G190900 // Sobic.009G065000 // Sobic.004G295500 // Sobic.007G209300 // Sobic.010G215100 // Sobic.009G100500 // Sobic.009G238500 // Sobic.004G234100 // Sobic.002G225700 // Sobic.006G240500 // Sobic.001G206300 // Sobic.004G214300 // Sobic.001G392500 // Sobic.003G393900 // Sobic.001G098800 // Sobic.006G162800 // Sobic.007G121300 // Sobic.003G395400 // Sobic.007G156700 // Sobic.003G121400 // Sobic.006G210800 // Sobic.009G151600 // Sobic.002G250400 // Sobic.009G204601 // Sobic.002G225300 // Sobic.003G334600 // Sobic.002G420700 // Sobic.003G248400 // Sobic.009G221400 // Sobic.003G324500 // Sobic.001G447400 // Sobic.004G176600 // Sobic.007G162700 // Sobic.001G481600 // Sobic.009G071800 // Sobic.002G026300 // Sobic.004G101400 // Sobic.002G394400 // Sobic.010G007500 // Sobic.009G238200 // Sobic.004G300300 // Sobic.004G088200 // Sobic.009G111200 // Sobic.001G075900 // Sobic.004G152000 // Sobic.001G040200 // Sobic.009G184400 // Sobic.001G125100 // Sobic.006G167800 // Sobic.002G415600 // Sobic.007G180300 // Sobic.007G109900 // Sobic.007G083300 // Sobic.003G145400 // Sobic.002G081300 // Sobic.009G114500 // Sobic.006G058732 // Sobic.004G037800 // Sobic.003G421100 // Sobic.005G034400 // Sobic.001G314900 // Sobic.003G286700 // Sobic.003G369100 // Sobic.009G142200 // Sobic.010G275200 // Sobic.003G078100 // Sobic.008G033600 // Sobic.005G018500 // Sobic.003G324400 // Sobic.004G041600 // Sobic.006G245500 // Sobic.009G166400 // Sobic.003G194400 // Sobic.010G221800 // Sobic.009G247300 // Sobic.007G181500 // Sobic.004G191700 // Sobic.009G208000 // Sobic.006G170100 // Sobic.006G206000 // Sobic.010G167900 // Sobic.003G295900 // Sobic.001G030200 // Sobic.005G041000 // Sobic.003G313800 // Sobic.006G120301 // Sobic.007G118301 // Sobic.003G265200 // Sobic.003G148600 // Sobic.003G379700 // Sobic.004G138400 // Sobic.010G101600 // Sobic.007G061100 // Sobic.003G254900 // Sobic.010G001600 // Sobic.001G429200 // Sobic.003G363400 // Sobic.004G166400 // Sobic.001G044300 // Sobic.003G298600 // Sobic.005G051200 // Sobic.004G201600 // Sobic.002G354600 
GO:0048544	P	recognition of pollen	12	982	80	15420	0.0086	0.11	// Sobic.002G314700 // Sobic.001G428900 // Sobic.001G020500 // Sobic.003G319300 // Sobic.009G105500 // Sobic.001G332900 // Sobic.005G226000 // Sobic.009G019200 // Sobic.003G251000 // Sobic.002G289900 // Sobic.007G200200 // Sobic.003G012900 
GO:0009856	P	pollination	12	982	80	15420	0.0086	0.11	// Sobic.002G314700 // Sobic.001G428900 // Sobic.001G020500 // Sobic.003G319300 // Sobic.009G105500 // Sobic.001G332900 // Sobic.005G226000 // Sobic.009G019200 // Sobic.003G251000 // Sobic.002G289900 // Sobic.007G200200 // Sobic.003G012900 
GO:0009312	P	oligosaccharide biosynthetic process	7	982	33	15420	0.0089	0.11	// Sobic.002G194700 // Sobic.007G126100 // Sobic.001G353300 // Sobic.009G198900 // Sobic.003G296000 // Sobic.004G325900 // Sobic.002G184600 
GO:0036211	P	protein modification process	125	982	1589	15420	0.011	0.13	// Sobic.002G152200 // Sobic.002G328500 // Sobic.003G290100 // Sobic.002G363400 // Sobic.003G402100 // Sobic.003G296700 // Sobic.004G190800 // Sobic.007G200200 // Sobic.002G314700 // Sobic.002G317500 // Sobic.006G218700 // Sobic.003G268900 // Sobic.004G164800 // Sobic.006G122600 // Sobic.001G315600 // Sobic.009G026900 // Sobic.009G242800 // Sobic.009G222100 // Sobic.004G014000 // Sobic.003G291600 // Sobic.001G332900 // Sobic.003G012900 // Sobic.002G299000 // Sobic.002G327700 // Sobic.001G406300 // Sobic.010G245100 // Sobic.005G132200 // Sobic.002G212200 // Sobic.004G338200 // Sobic.004G031600 // Sobic.001G424400 // Sobic.002G187400 // Sobic.007G121400 // Sobic.003G081100 // Sobic.001G428900 // Sobic.005G012200 // Sobic.007G038100 // Sobic.003G268800 // Sobic.003G335000 // Sobic.003G097000 // Sobic.002G350800 // Sobic.001G074200 // Sobic.004G065200 // Sobic.002G326200 // Sobic.010G102000 // Sobic.006G111400 // Sobic.009G030600 // Sobic.003G354000 // Sobic.010G120800 // Sobic.005G175600 // Sobic.003G242200 // Sobic.002G224400 // Sobic.001G014200 // Sobic.007G116950 // Sobic.005G226000 // Sobic.004G245100 // Sobic.001G489300 // Sobic.004G076100 // Sobic.006G128200 // Sobic.004G016800 // Sobic.004G281300 // Sobic.004G169300 // Sobic.003G379800 // Sobic.010G241500 // Sobic.009G230100 // Sobic.006G228700 // Sobic.003G188100 // Sobic.006G030700 // Sobic.007G038200 // Sobic.007G130100 // Sobic.003G335100 // Sobic.006G158266 // Sobic.006G140200 // Sobic.002G360701 // Sobic.004G173500 // Sobic.009G105500 // Sobic.003G445900 // Sobic.007G160600 // Sobic.003G339500 // Sobic.002G188700 // Sobic.009G174500 // Sobic.002G355100 // Sobic.003G268700 // Sobic.001G520900 // Sobic.003G251000 // Sobic.003G188000 // Sobic.005G210000 // Sobic.002G326500 // Sobic.001G073800 // Sobic.002G328000 // Sobic.009G238600 // Sobic.009G146000 // Sobic.008G016200 // Sobic.001G445400 // Sobic.009G019200 // Sobic.009G203600 // Sobic.001G064700 // Sobic.001G236200 // Sobic.005G055900 // Sobic.002G289900 // Sobic.003G319300 // Sobic.006G158200 // Sobic.002G245900 // Sobic.010G265800 // Sobic.003G263400 // Sobic.002G262600 // Sobic.009G026500 // Sobic.002G177600 // Sobic.003G081700 // Sobic.009G217600 // Sobic.009G213000 // Sobic.006G192200 // Sobic.003G262600 // Sobic.006G138500 // Sobic.009G204300 // Sobic.004G146800 // Sobic.001G441100 // Sobic.001G020500 // Sobic.008G065200 // Sobic.005G087666 // Sobic.004G169900 // Sobic.006G130000 // Sobic.002G424800 // Sobic.001G498000 // Sobic.009G204900 
GO:0006139	P	nucleobase-containing compound metabolic process	141	982	1819	15420	0.011	0.13	// Sobic.010G045700 // Sobic.006G142775 // Sobic.009G028300 // Sobic.003G289100 // Sobic.004G055200 // Sobic.003G333300 // Sobic.005G049000 // Sobic.010G218500 // Sobic.009G237600 // Sobic.009G141500 // Sobic.004G336500 // Sobic.005G064600 // Sobic.004G251200 // Sobic.001G423400 // Sobic.008G107500 // Sobic.009G230000 // Sobic.007G101800 // Sobic.007G207600 // Sobic.008G021800 // Sobic.004G146000 // Sobic.004G233200 // Sobic.006G267200 // Sobic.002G299000 // Sobic.001G486000 // Sobic.001G389000 // Sobic.007G188701 // Sobic.003G341100 // Sobic.006G218300 // Sobic.005G117400 // Sobic.006G149600 // Sobic.003G000600 // Sobic.003G302466 // Sobic.004G065900 // Sobic.003G062200 // Sobic.010G016500 // Sobic.010G041400 // Sobic.001G071800 // Sobic.002G247300 // Sobic.006G163900 // Sobic.008G094700 // Sobic.003G130800 // Sobic.004G031600 // Sobic.010G052600 // Sobic.004G190900 // Sobic.009G065000 // Sobic.004G295500 // Sobic.007G209300 // Sobic.010G215100 // Sobic.009G100500 // Sobic.009G238500 // Sobic.004G234100 // Sobic.002G225700 // Sobic.006G240500 // Sobic.001G206300 // Sobic.004G214300 // Sobic.001G392500 // Sobic.003G393900 // Sobic.001G098800 // Sobic.006G162800 // Sobic.007G121300 // Sobic.003G395400 // Sobic.007G156700 // Sobic.003G121400 // Sobic.003G145400 // Sobic.009G151600 // Sobic.002G250400 // Sobic.009G204601 // Sobic.002G225300 // Sobic.003G334600 // Sobic.002G420700 // Sobic.003G248400 // Sobic.009G221400 // Sobic.003G324500 // Sobic.001G447400 // Sobic.004G176600 // Sobic.007G162700 // Sobic.001G481600 // Sobic.009G071800 // Sobic.002G026300 // Sobic.004G101400 // Sobic.002G394400 // Sobic.010G007500 // Sobic.009G238200 // Sobic.004G300300 // Sobic.004G088200 // Sobic.009G111200 // Sobic.001G075900 // Sobic.004G152000 // Sobic.001G040200 // Sobic.009G184400 // Sobic.001G125100 // Sobic.006G167800 // Sobic.002G415600 // Sobic.007G180300 // Sobic.007G109900 // Sobic.007G083300 // Sobic.002G081300 // Sobic.006G058732 // Sobic.004G037800 // Sobic.005G034400 // Sobic.001G314900 // Sobic.003G286700 // Sobic.003G369100 // Sobic.009G142200 // Sobic.010G275200 // Sobic.003G078100 // Sobic.008G033600 // Sobic.005G018500 // Sobic.003G324400 // Sobic.004G041600 // Sobic.006G245500 // Sobic.009G166400 // Sobic.003G194400 // Sobic.010G221800 // Sobic.009G247300 // Sobic.007G181500 // Sobic.004G191700 // Sobic.009G208000 // Sobic.006G170100 // Sobic.006G206000 // Sobic.010G167900 // Sobic.003G295900 // Sobic.001G030200 // Sobic.005G041000 // Sobic.006G120301 // Sobic.007G118301 // Sobic.003G265200 // Sobic.003G148600 // Sobic.003G379700 // Sobic.004G138400 // Sobic.010G101600 // Sobic.007G061100 // Sobic.003G254900 // Sobic.001G429200 // Sobic.003G363400 // Sobic.004G166400 // Sobic.001G044300 // Sobic.003G298600 // Sobic.005G051200 // Sobic.004G201600 // Sobic.002G354600 
GO:0006464	P	cellular protein modification process	125	982	1589	15420	0.011	0.13	// Sobic.002G152200 // Sobic.002G328500 // Sobic.003G290100 // Sobic.002G363400 // Sobic.003G402100 // Sobic.003G296700 // Sobic.004G190800 // Sobic.007G200200 // Sobic.002G314700 // Sobic.002G317500 // Sobic.006G218700 // Sobic.003G268900 // Sobic.004G164800 // Sobic.006G122600 // Sobic.001G315600 // Sobic.009G026900 // Sobic.009G242800 // Sobic.009G222100 // Sobic.004G014000 // Sobic.003G291600 // Sobic.001G332900 // Sobic.003G012900 // Sobic.002G299000 // Sobic.002G327700 // Sobic.001G406300 // Sobic.010G245100 // Sobic.005G132200 // Sobic.002G212200 // Sobic.004G338200 // Sobic.004G031600 // Sobic.001G424400 // Sobic.002G187400 // Sobic.007G121400 // Sobic.003G081100 // Sobic.001G428900 // Sobic.005G012200 // Sobic.007G038100 // Sobic.003G268800 // Sobic.003G335000 // Sobic.003G097000 // Sobic.002G350800 // Sobic.001G074200 // Sobic.004G065200 // Sobic.002G326200 // Sobic.010G102000 // Sobic.006G111400 // Sobic.009G030600 // Sobic.003G354000 // Sobic.010G120800 // Sobic.005G175600 // Sobic.003G242200 // Sobic.002G224400 // Sobic.001G014200 // Sobic.007G116950 // Sobic.005G226000 // Sobic.004G245100 // Sobic.001G489300 // Sobic.004G076100 // Sobic.006G128200 // Sobic.004G016800 // Sobic.004G281300 // Sobic.004G169300 // Sobic.003G379800 // Sobic.010G241500 // Sobic.009G230100 // Sobic.006G228700 // Sobic.003G188100 // Sobic.006G030700 // Sobic.007G038200 // Sobic.007G130100 // Sobic.003G335100 // Sobic.006G158266 // Sobic.006G140200 // Sobic.002G360701 // Sobic.004G173500 // Sobic.009G105500 // Sobic.003G445900 // Sobic.007G160600 // Sobic.003G339500 // Sobic.002G188700 // Sobic.009G174500 // Sobic.002G355100 // Sobic.003G268700 // Sobic.001G520900 // Sobic.003G251000 // Sobic.003G188000 // Sobic.005G210000 // Sobic.002G326500 // Sobic.001G073800 // Sobic.002G328000 // Sobic.009G238600 // Sobic.009G146000 // Sobic.008G016200 // Sobic.001G445400 // Sobic.009G019200 // Sobic.009G203600 // Sobic.001G064700 // Sobic.001G236200 // Sobic.005G055900 // Sobic.002G289900 // Sobic.003G319300 // Sobic.006G158200 // Sobic.002G245900 // Sobic.010G265800 // Sobic.003G263400 // Sobic.002G262600 // Sobic.009G026500 // Sobic.002G177600 // Sobic.003G081700 // Sobic.009G217600 // Sobic.009G213000 // Sobic.006G192200 // Sobic.003G262600 // Sobic.006G138500 // Sobic.009G204300 // Sobic.004G146800 // Sobic.001G441100 // Sobic.001G020500 // Sobic.008G065200 // Sobic.005G087666 // Sobic.004G169900 // Sobic.006G130000 // Sobic.002G424800 // Sobic.001G498000 // Sobic.009G204900 
GO:1901360	P	organic cyclic compound metabolic process	150	982	1950	15420	0.011	0.13	// Sobic.010G045700 // Sobic.006G142775 // Sobic.009G028300 // Sobic.003G289100 // Sobic.004G055200 // Sobic.003G148600 // Sobic.003G333300 // Sobic.005G049000 // Sobic.010G218500 // Sobic.009G237600 // Sobic.009G141500 // Sobic.004G336500 // Sobic.005G064600 // Sobic.004G251200 // Sobic.001G423400 // Sobic.008G107500 // Sobic.009G230000 // Sobic.007G101800 // Sobic.007G207600 // Sobic.008G021800 // Sobic.004G146000 // Sobic.004G233200 // Sobic.006G267200 // Sobic.002G299000 // Sobic.001G486000 // Sobic.001G389000 // Sobic.007G188701 // Sobic.003G341100 // Sobic.006G218300 // Sobic.005G117400 // Sobic.006G149600 // Sobic.003G000600 // Sobic.003G302466 // Sobic.004G053700 // Sobic.004G065900 // Sobic.003G062200 // Sobic.010G016500 // Sobic.010G041400 // Sobic.001G071800 // Sobic.002G247300 // Sobic.006G163900 // Sobic.008G094700 // Sobic.003G130800 // Sobic.005G034400 // Sobic.004G031600 // Sobic.010G275200 // Sobic.004G190900 // Sobic.009G065000 // Sobic.004G295500 // Sobic.007G209300 // Sobic.010G215100 // Sobic.009G100500 // Sobic.009G238500 // Sobic.004G234100 // Sobic.002G225700 // Sobic.006G240500 // Sobic.001G206300 // Sobic.004G214300 // Sobic.001G392500 // Sobic.003G393900 // Sobic.001G098800 // Sobic.006G162800 // Sobic.007G121300 // Sobic.003G395400 // Sobic.007G156700 // Sobic.003G121400 // Sobic.006G210800 // Sobic.009G151600 // Sobic.002G250400 // Sobic.009G204601 // Sobic.002G225300 // Sobic.003G334600 // Sobic.002G420700 // Sobic.003G248400 // Sobic.009G221400 // Sobic.003G324500 // Sobic.001G447400 // Sobic.004G176600 // Sobic.007G162700 // Sobic.001G481600 // Sobic.009G071800 // Sobic.002G026300 // Sobic.004G101400 // Sobic.002G394400 // Sobic.010G007500 // Sobic.009G238200 // Sobic.004G300300 // Sobic.009G243400 // Sobic.004G088200 // Sobic.009G111200 // Sobic.001G075900 // Sobic.004G152000 // Sobic.001G040200 // Sobic.009G184400 // Sobic.001G125100 // Sobic.006G167800 // Sobic.002G415600 // Sobic.007G180300 // Sobic.007G109900 // Sobic.007G083300 // Sobic.003G145400 // Sobic.002G081300 // Sobic.009G114500 // Sobic.006G058732 // Sobic.004G037800 // Sobic.007G137600 // Sobic.003G106600 // Sobic.001G314900 // Sobic.003G286700 // Sobic.003G369100 // Sobic.009G142200 // Sobic.010G167900 // Sobic.003G078100 // Sobic.008G033600 // Sobic.005G018500 // Sobic.003G324400 // Sobic.004G041600 // Sobic.006G245500 // Sobic.009G166400 // Sobic.003G194400 // Sobic.010G221800 // Sobic.009G247300 // Sobic.007G181500 // Sobic.004G191700 // Sobic.009G208000 // Sobic.006G170100 // Sobic.006G206000 // Sobic.007G227000 // Sobic.003G295900 // Sobic.001G030200 // Sobic.005G041000 // Sobic.006G120301 // Sobic.007G118301 // Sobic.003G265200 // Sobic.004G326900 // Sobic.003G379700 // Sobic.004G138400 // Sobic.010G101600 // Sobic.007G061100 // Sobic.003G254900 // Sobic.010G001600 // Sobic.001G429200 // Sobic.010G052600 // Sobic.003G363400 // Sobic.004G166400 // Sobic.001G044300 // Sobic.003G298600 // Sobic.005G051200 // Sobic.004G201600 // Sobic.002G354600 
GO:0046483	P	heterocycle metabolic process	146	982	1896	15420	0.012	0.14	// Sobic.010G045700 // Sobic.006G142775 // Sobic.009G028300 // Sobic.003G289100 // Sobic.004G055200 // Sobic.003G333300 // Sobic.005G049000 // Sobic.010G218500 // Sobic.009G237600 // Sobic.009G141500 // Sobic.004G336500 // Sobic.005G064600 // Sobic.004G251200 // Sobic.001G423400 // Sobic.008G107500 // Sobic.009G230000 // Sobic.007G101800 // Sobic.007G207600 // Sobic.008G021800 // Sobic.004G146000 // Sobic.004G233200 // Sobic.006G267200 // Sobic.002G299000 // Sobic.001G486000 // Sobic.001G389000 // Sobic.007G188701 // Sobic.003G341100 // Sobic.006G218300 // Sobic.005G117400 // Sobic.006G149600 // Sobic.003G000600 // Sobic.003G302466 // Sobic.004G065900 // Sobic.003G062200 // Sobic.010G016500 // Sobic.010G041400 // Sobic.001G071800 // Sobic.002G247300 // Sobic.006G163900 // Sobic.008G094700 // Sobic.003G130800 // Sobic.004G031600 // Sobic.010G275200 // Sobic.004G190900 // Sobic.009G065000 // Sobic.004G295500 // Sobic.007G209300 // Sobic.010G215100 // Sobic.009G100500 // Sobic.009G238500 // Sobic.004G234100 // Sobic.002G225700 // Sobic.006G240500 // Sobic.001G206300 // Sobic.004G214300 // Sobic.001G392500 // Sobic.003G393900 // Sobic.001G098800 // Sobic.006G162800 // Sobic.007G121300 // Sobic.003G395400 // Sobic.007G156700 // Sobic.003G121400 // Sobic.006G210800 // Sobic.009G151600 // Sobic.002G250400 // Sobic.009G204601 // Sobic.002G225300 // Sobic.003G334600 // Sobic.002G420700 // Sobic.003G248400 // Sobic.009G221400 // Sobic.003G324500 // Sobic.001G447400 // Sobic.004G176600 // Sobic.007G162700 // Sobic.001G481600 // Sobic.009G071800 // Sobic.002G026300 // Sobic.004G101400 // Sobic.002G394400 // Sobic.010G007500 // Sobic.009G238200 // Sobic.004G300300 // Sobic.004G088200 // Sobic.009G111200 // Sobic.001G075900 // Sobic.004G152000 // Sobic.001G040200 // Sobic.009G184400 // Sobic.001G125100 // Sobic.006G167800 // Sobic.002G415600 // Sobic.007G180300 // Sobic.007G109900 // Sobic.007G083300 // Sobic.003G145400 // Sobic.002G081300 // Sobic.009G114500 // Sobic.006G058732 // Sobic.004G037800 // Sobic.003G421100 // Sobic.005G034400 // Sobic.001G314900 // Sobic.003G286700 // Sobic.003G369100 // Sobic.009G142200 // Sobic.010G167900 // Sobic.003G078100 // Sobic.008G033600 // Sobic.005G018500 // Sobic.003G324400 // Sobic.004G041600 // Sobic.006G245500 // Sobic.009G166400 // Sobic.003G194400 // Sobic.010G221800 // Sobic.009G247300 // Sobic.007G181500 // Sobic.004G191700 // Sobic.009G208000 // Sobic.006G170100 // Sobic.006G206000 // Sobic.007G227000 // Sobic.003G295900 // Sobic.001G030200 // Sobic.005G041000 // Sobic.003G313800 // Sobic.006G120301 // Sobic.007G118301 // Sobic.003G265200 // Sobic.003G148600 // Sobic.003G379700 // Sobic.004G138400 // Sobic.010G101600 // Sobic.007G061100 // Sobic.003G254900 // Sobic.001G429200 // Sobic.010G052600 // Sobic.003G363400 // Sobic.004G166400 // Sobic.001G044300 // Sobic.003G298600 // Sobic.005G051200 // Sobic.004G201600 // Sobic.002G354600 
GO:0005996	P	monosaccharide metabolic process	6	982	27	15420	0.012	0.15	// Sobic.003G336000 // Sobic.001G071800 // Sobic.001G384100 // Sobic.006G030800 // Sobic.001G391300 // Sobic.001G269100 
GO:1901136	P	carbohydrate derivative catabolic process	6	982	28	15420	0.014	0.17	// Sobic.006G132100 // Sobic.006G132400 // Sobic.006G132300 // Sobic.006G132200 // Sobic.K029900 // Sobic.010G273600 
GO:0000003	P	reproduction	12	982	88	15420	0.016	0.19	// Sobic.002G314700 // Sobic.001G428900 // Sobic.001G020500 // Sobic.003G319300 // Sobic.009G105500 // Sobic.001G332900 // Sobic.005G226000 // Sobic.009G019200 // Sobic.003G251000 // Sobic.002G289900 // Sobic.007G200200 // Sobic.003G012900 
GO:0044702	P	single organism reproductive process	12	982	88	15420	0.016	0.19	// Sobic.002G314700 // Sobic.001G428900 // Sobic.001G020500 // Sobic.003G319300 // Sobic.009G105500 // Sobic.001G332900 // Sobic.005G226000 // Sobic.009G019200 // Sobic.003G251000 // Sobic.002G289900 // Sobic.007G200200 // Sobic.003G012900 
GO:0022414	P	reproductive process	12	982	88	15420	0.016	0.19	// Sobic.002G314700 // Sobic.001G428900 // Sobic.001G020500 // Sobic.003G319300 // Sobic.009G105500 // Sobic.001G332900 // Sobic.005G226000 // Sobic.009G019200 // Sobic.003G251000 // Sobic.002G289900 // Sobic.007G200200 // Sobic.003G012900 
GO:0032446	P	protein modification by small protein conjugation	13	982	101	15420	0.019	0.22	// Sobic.001G441100 // Sobic.009G026500 // Sobic.007G130100 // Sobic.002G212200 // Sobic.003G339500 // Sobic.005G210000 // Sobic.004G169900 // Sobic.010G102000 // Sobic.002G188700 // Sobic.004G169300 // Sobic.003G379800 // Sobic.004G146800 // Sobic.004G245100 
GO:0043412	P	macromolecule modification	125	982	1629	15420	0.021	0.24	// Sobic.002G152200 // Sobic.002G328500 // Sobic.003G290100 // Sobic.002G363400 // Sobic.003G402100 // Sobic.003G296700 // Sobic.004G190800 // Sobic.007G200200 // Sobic.002G314700 // Sobic.002G317500 // Sobic.006G218700 // Sobic.003G268900 // Sobic.004G164800 // Sobic.006G122600 // Sobic.001G315600 // Sobic.009G026900 // Sobic.009G242800 // Sobic.009G222100 // Sobic.004G014000 // Sobic.003G291600 // Sobic.001G332900 // Sobic.003G012900 // Sobic.002G299000 // Sobic.002G327700 // Sobic.001G406300 // Sobic.010G245100 // Sobic.005G132200 // Sobic.002G212200 // Sobic.004G338200 // Sobic.004G031600 // Sobic.001G424400 // Sobic.002G187400 // Sobic.007G121400 // Sobic.003G081100 // Sobic.001G428900 // Sobic.005G012200 // Sobic.007G038100 // Sobic.003G268800 // Sobic.003G335000 // Sobic.003G097000 // Sobic.002G350800 // Sobic.001G074200 // Sobic.004G065200 // Sobic.002G326200 // Sobic.010G102000 // Sobic.006G111400 // Sobic.009G030600 // Sobic.003G354000 // Sobic.010G120800 // Sobic.005G175600 // Sobic.003G242200 // Sobic.002G224400 // Sobic.001G014200 // Sobic.007G116950 // Sobic.005G226000 // Sobic.004G245100 // Sobic.001G489300 // Sobic.004G076100 // Sobic.006G128200 // Sobic.004G016800 // Sobic.004G281300 // Sobic.004G169300 // Sobic.003G379800 // Sobic.010G241500 // Sobic.009G230100 // Sobic.006G228700 // Sobic.003G188100 // Sobic.006G030700 // Sobic.007G038200 // Sobic.007G130100 // Sobic.003G335100 // Sobic.006G158266 // Sobic.006G140200 // Sobic.002G360701 // Sobic.004G173500 // Sobic.009G105500 // Sobic.003G445900 // Sobic.007G160600 // Sobic.003G339500 // Sobic.002G188700 // Sobic.009G174500 // Sobic.002G355100 // Sobic.003G268700 // Sobic.001G520900 // Sobic.003G251000 // Sobic.003G188000 // Sobic.005G210000 // Sobic.002G326500 // Sobic.001G073800 // Sobic.002G328000 // Sobic.009G238600 // Sobic.009G146000 // Sobic.008G016200 // Sobic.001G445400 // Sobic.009G019200 // Sobic.009G203600 // Sobic.001G064700 // Sobic.001G236200 // Sobic.005G055900 // Sobic.002G289900 // Sobic.003G319300 // Sobic.006G158200 // Sobic.002G245900 // Sobic.010G265800 // Sobic.003G263400 // Sobic.002G262600 // Sobic.009G026500 // Sobic.002G177600 // Sobic.003G081700 // Sobic.009G217600 // Sobic.009G213000 // Sobic.006G192200 // Sobic.003G262600 // Sobic.006G138500 // Sobic.009G204300 // Sobic.004G146800 // Sobic.001G441100 // Sobic.001G020500 // Sobic.008G065200 // Sobic.005G087666 // Sobic.004G169900 // Sobic.006G130000 // Sobic.002G424800 // Sobic.001G498000 // Sobic.009G204900 
